id	type	heading	synonyms
CHEMBL613148	Organism	Sporotrichum	
CHEMBL613149	Organism	Staphylococcus lentus	
CHEMBL613150	Organism	Staphylococcus sciuri	
CHEMBL613151	Organism	Streptococcus constellatus	
CHEMBL613152	Organism	Streptococcus gordonii	
CHEMBL613153	Organism	Streptococcus pasteurianus	
CHEMBL613154	Organism	Streptomyces lividans	
CHEMBL613155	Organism	Strongylocentrotus intermedius	
CHEMBL613156	Organism	Strongylocentrotus purpuratus	
CHEMBL613157	Organism	Syncephalastrum	
CHEMBL613158	Organism	Thamnocephalus platyurus	
CHEMBL613159	Organism	Toxoplasma gondii RH	
CHEMBL613160	Organism	Tribolium castaneum	
CHEMBL613161	Organism	Trichomonas	
CHEMBL613162	Organism	Trichophyton mentagrophytes	
CHEMBL613163	Organism	Trichosporon	
CHEMBL613164	Organism	Trichosporon asahii	
CHEMBL613165	Organism	unidentified herpesvirus	
CHEMBL613166	Organism	Ustilago nuda	
CHEMBL613167	Organism	Vaccinia virus Copenhagen	
CHEMBL613168	Organism	Vaccinia virus WR	
CHEMBL613169	Organism	Valsa mali	
CHEMBL613170	Organism	Venturia inaequalis	
CHEMBL613171	Organism	Verticillium albo-atrum	
CHEMBL613172	Organism	Vesicular stomatitis Indiana virus	
CHEMBL613173	Organism	Vibrio	
CHEMBL613174	Organism	Vibrio harveyi	
CHEMBL613175	Organism	Vibrio sp.	
CHEMBL613176	Organism	Vibrio splendidus	
CHEMBL613177	Organism	Vitis vinifera	
CHEMBL613179	Organism	Woodchuck hepatitis virus	
CHEMBL613180	Organism	Trichosporon loubieri	
CHEMBL613181	Organism	Trichosporon mucoides	
CHEMBL613182	Organism	Ulva	
CHEMBL613183	Organism	Xanthium strumarium	
CHEMBL613184	Organism	Xanthomonas euvesicatoria	
CHEMBL613185	Organism	Yersinia pseudotuberculosis	
CHEMBL613186	Organism	Streptococcus sp. group B	
CHEMBL613187	Organism	Chlorella fusca	
CHEMBL613188	Organism	Fusarium oxysporum f. sp. vasinfectum	
CHEMBL613189	Organism	Gaeumannomyces graminis var. tritici	
CHEMBL613190	Organism	Gibberella pulicaris	
CHEMBL613191	Organism	Glomerella acutata	
CHEMBL613192	Organism	Gossypium hirsutum	
CHEMBL613194	Organism	Hafnia alvei	
CHEMBL613195	Organism	Halomonas aquamarina	
CHEMBL613196	Organism	Hanseniaspora uvarum	
CHEMBL613197	Organism	Helicobacter pylori SS1	
CHEMBL613198	Organism	Helix aspersa	
CHEMBL613199	Organism	Helminthosporium maydis	
CHEMBL613200	Organism	Herpes simplex virus (type 1 / strain F)	
CHEMBL613201	Organism	Hoplobatrachus tigerinus	
CHEMBL613202	Organism	Human coxsackievirus B2	
CHEMBL613203	Organism	Human echovirus 13	
CHEMBL613204	Organism	Human enterovirus 68	
CHEMBL613205	Organism	Human papillomavirus type 16	
CHEMBL613206	Organism	Ipomoea	
CHEMBL613207	Organism	Klebsiella pneumoniae subsp. pneumoniae	
CHEMBL613208	Organism	Lachnellula	
CHEMBL613209	Organism	Lecanicillium muscarium	
CHEMBL613210	Organism	Legionella	
CHEMBL613211	Organism	Leishmania aristidesi	
CHEMBL613212	Organism	Leishmania donovani donovani	
CHEMBL613213	Organism	Leishmania garnhami	
CHEMBL613214	Organism	Leishmania mexicana mexicana	
CHEMBL613215	Organism	Leishmania peruviana	
CHEMBL613216	Organism	Lemna minor	
CHEMBL613217	Organism	Leptinotarsa decemlineata	
CHEMBL613218	Organism	Leptospira interrogans serovar Portlandvere	
CHEMBL613219	Organism	Lipomyces lipofer	
CHEMBL613220	Organism	Lymnaea	
CHEMBL613221	Organism	Macrophomina phaseolina	
CHEMBL613222	Organism	Magnaporthe grisea 70-15	
CHEMBL613223	Organism	Mycobacterium terrae	
CHEMBL613224	Organism	Mycobacterium vaccae	
CHEMBL613225	Organism	Mycoplasma putrefaciens	
CHEMBL613226	Organism	Mycosphaerella arachidis	
CHEMBL613227	Organism	Mytilus edulis	
CHEMBL613228	Organism	Nasturtium officinale	
CHEMBL613229	Organism	Neoscytalidium dimidiatum	
CHEMBL613230	Organism	Nigrospora oryzae	
CHEMBL613231	Organism	Nocardia asteroides	
CHEMBL613232	Organism	Nocardia farcinica	
CHEMBL613233	Organism	Nocardia otitidiscaviarum	
CHEMBL613234	Organism	Nocardia transvalensis	
CHEMBL613235	Organism	Oncopeltus fasciatus	
CHEMBL613236	Organism	Oreochromis niloticus	
CHEMBL613237	Organism	Oscillatoria amphibia	
CHEMBL613238	Organism	Paenibacillus alvei	
CHEMBL613239	Organism	Pantoea agglomerans	
CHEMBL613240	Organism	Paracentrotus lividus	
CHEMBL613241	Organism	Pectobacterium atrosepticum	
CHEMBL613242	Organism	Penicillium brevicompactum	
CHEMBL613243	Organism	Penicillium griseofulvum	
CHEMBL613244	Organism	Penicillium islandicum	
CHEMBL613245	Organism	Penicillium sp.	
CHEMBL613246	Organism	Perknaster fuscus	
CHEMBL613247	Organism	Phalaris canariensis	
CHEMBL613248	Organism	Phellinus tremulae	
CHEMBL613249	Organism	Photobacterium leiognathi	
CHEMBL613250	Organism	Phytophthora cactorum	
CHEMBL613251	Organism	Phytophthora citrophthora	
CHEMBL613252	Organism	Pichia caribbica	
CHEMBL613253	Organism	Pichia fermentans	
CHEMBL613254	Organism	Pichia norvegensis	
CHEMBL613255	Organism	Pinus halepensis	
CHEMBL613256	Organism	Plasmodium chabaudi	
CHEMBL613257	Organism	Plasmodium malariae	
CHEMBL613258	Organism	Pleurotus ostreatus	
CHEMBL613259	Organism	Pneumonia virus of mice 15	
CHEMBL613260	Organism	Postia placenta	
CHEMBL613261	Organism	Prevotella intermedia	
CHEMBL613262	Organism	Prospect Hill virus	
CHEMBL613263	Organism	Pseudoalteromonas espejiana	
CHEMBL613264	Organism	Pseudomonas aeruginosa PAO1	
CHEMBL613265	Organism	Pseudomonas coronafaciens	
CHEMBL613266	Organism	Pseudomonas savastanoi pv. savastanoi	
CHEMBL613267	Organism	Psoroptes cuniculi	
CHEMBL613268	Organism	Pyrenophora graminea	
CHEMBL613269	Organism	Pythium aphanidermatum	
CHEMBL613270	Organism	Pythium vexans	
CHEMBL613271	Organism	Raoultella planticola	
CHEMBL613272	Organism	Rhizoctonia solani	
CHEMBL613273	Organism	Rhizopus microsporus var. microsporus	
CHEMBL613274	Organism	Rhodococcus corynebacterioides	
CHEMBL613275	Organism	Rhodotorula glutinis	
CHEMBL613276	Organism	Ruminococcus sp.	
CHEMBL613277	Organism	Saccharomyces carlsbergensis	
CHEMBL613279	Organism	Sandfly fever Naples virus	
CHEMBL613280	Organism	Sclerotinia sclerotiorum	
CHEMBL613281	Organism	Sendai virus	
CHEMBL613282	Organism	Serratia sp.	
CHEMBL613283	Organism	Sida spinosa	
CHEMBL613284	Organism	Stachybotrys chartarum	
CHEMBL613293	Organism	Radish	
CHEMBL613303	Organism	Staphylococcus lugdunensis	
CHEMBL613304	Organism	Streptococcus equinus	
CHEMBL613305	Organism	Streptococcus oralis	
CHEMBL613306	Organism	Streptomyces galilaeus	
CHEMBL613307	Organism	Streptomyces viridochromogenes	
CHEMBL613308	Organism	Strongylocentrotus nudus	
CHEMBL613309	Organism	Sydowia polyspora	
CHEMBL613310	Organism	Torula	
CHEMBL613311	Organism	Transmissible gastroenteritis virus	
CHEMBL613312	Organism	Trichoderma hamatum	
CHEMBL613313	Organism	Trichophyton tonsurans var. sulfureum	
CHEMBL613314	Organism	Trichosporon inkin	
CHEMBL613315	Organism	Bacillus subtilis subsp. subtilis str. 168	
CHEMBL613316	Organism	Simplexvirus	
CHEMBL613317	Organism	Solanum lycopersicum	
CHEMBL613318	Organism	Sorghum	
CHEMBL613319	Organism	Sphaerechinus granularis	
CHEMBL613320	Organism	Spiroplasma floricola	
CHEMBL613321	Organism	Spodoptera exigua	
CHEMBL613322	Organism	Sporidiobolus salmonicolor	
CHEMBL613323	Organism	Benjaminiella poitrasii	
CHEMBL613324	Organism	Biomphalaria glabrata	
CHEMBL613325	Organism	Bipolaris leersiae	
CHEMBL613326	Organism	Bipolaris sorokiniana	
CHEMBL613327	Organism	Botrytis fabae	
CHEMBL613328	Organism	Bovine respiratory syncytial virus	
CHEMBL613329	Organism	Brassica rapa subsp. campestris	
CHEMBL613330	Organism	Brochothrix thermosphacta	
CHEMBL613331	Organism	Bursaphelenchus xylophilus	
CHEMBL613332	Organism	Camelpox virus	
CHEMBL613333	Organism	Candida africana	
CHEMBL613334	Organism	Candida dubliniensis	
CHEMBL613335	Organism	Candida inconspicua	
CHEMBL613336	Organism	Candida metapsilosis	
CHEMBL613337	Organism	Candida palmioleophila	
CHEMBL613338	Organism	Candida stellata	
CHEMBL613339	Organism	Capnocytophaga ochracea	
CHEMBL613340	Organism	Ceratobasidium cereale	
CHEMBL613341	Organism	Chlorella salina	
CHEMBL613342	Organism	Chlorella vulgaris	
CHEMBL613343	Organism	Chryseobacterium indologenes	
CHEMBL613344	Organism	Cladosporium cladosporioides	
CHEMBL613345	Organism	Cladosporium sphaerospermum	
CHEMBL613346	Organism	Clavibacter michiganensis subsp. michiganensis	
CHEMBL613347	Organism	Colletotrichum coccodes	
CHEMBL613348	Organism	Colletotrichum gloeosporioides	
CHEMBL613349	Organism	Coniophora puteana	
CHEMBL613350	Organism	Cornus florida	
CHEMBL613351	Organism	Corynebacterium jeikeium	
CHEMBL613352	Organism	Corynebacterium pseudodiphtheriticum	
CHEMBL613353	Organism	Cryptosporidium hominis	
CHEMBL613354	Organism	Culex pipiens molestus	
CHEMBL613355	Organism	Cupressus arizonica	
CHEMBL613356	Organism	Cupressus sempervirens	
CHEMBL613357	Organism	Curvularia	
CHEMBL613358	Organism	Cylindrocladium canadense	
CHEMBL613359	Organism	Davidiella tassiana	
CHEMBL613360	Organism	Dengue virus 1	
CHEMBL613365	Organism	African green monkey	
CHEMBL613453	Organism	Meloidogyne incognita	
CHEMBL613454	Organism	Trichostrongylus colubriformis	
CHEMBL613455	Organism	Trichinella spiralis	
CHEMBL613459	Organism	Artemia	
CHEMBL613460	Organism	Majidae	
CHEMBL613461	Organism	Limulus	
CHEMBL613463	Organism	Schistocerca gregaria	
CHEMBL613464	Organism	Tenebrio molitor	
CHEMBL613465	Organism	Spodoptera frugiperda	
CHEMBL613466	Organism	Trichoplusia ni	
CHEMBL613467	Organism	Culicidae	
CHEMBL613468	Organism	Aedes aegypti	
CHEMBL613469	Organism	Musca domestica	
CHEMBL613470	Organism	Lucilia cuprina	
CHEMBL613471	Organism	Siphonaptera	
CHEMBL613473	Organism	Echinoidea	
CHEMBL613475	Organism	Anguilliformes	
CHEMBL613476	Organism	Carassius auratus	
CHEMBL613477	Organism	Anura	
CHEMBL613478	Organism	Xenopus laevis	
CHEMBL613482	Organism	Bothrops jararacussu	
CHEMBL613483	Organism	Aves	
CHEMBL613484	Organism	Columba livia	
CHEMBL613485	Organism	Suncus murinus	
CHEMBL613488	Organism	Sus scrofa	
CHEMBL613489	Organism	Bos taurus	
CHEMBL613490	Organism	Mus sp.	
CHEMBL613491	Organism	Rattus	
CHEMBL613493	Organism	Vaccinia virus	
CHEMBL613494	Organism	Variola virus	
CHEMBL613495	Organism	Murine cytomegalovirus	
CHEMBL613496	Organism	Human herpesvirus 6	
CHEMBL613497	Organism	Hepatitis B virus	
CHEMBL613498	Organism	Human immunodeficiency virus type 1 (RF/HAT ISOLATE)	
CHEMBL613499	Organism	Simian immunodeficiency virus	
CHEMBL613500	Organism	Moloney murine leukemia virus	
CHEMBL613501	Organism	Moloney murine sarcoma virus	
CHEMBL613550	Organism	Avian myeloblastosis virus	
CHEMBL613551	Organism	Human T-lymphotropic virus 1	
CHEMBL613552	Organism	Human echovirus 9	
CHEMBL613553	Organism	Human coxsackievirus A21	
CHEMBL613554	Organism	Human coxsackievirus B3	
CHEMBL613555	Organism	Human coxsackievirus B5	
CHEMBL613556	Organism	Human poliovirus 1	
CHEMBL613557	Organism	Human poliovirus 3	
CHEMBL613558	Organism	Encephalomyocarditis virus	
CHEMBL613713	Organism	Human rhinovirus 1B	
CHEMBL613714	Organism	African swine fever virus	
CHEMBL613715	Organism	Human adenovirus type 2	
CHEMBL613716	Organism	unidentified adenovirus	
CHEMBL613717	Organism	Human papillomavirus type 11	
CHEMBL613718	Organism	Enterobacteria phage T4	
CHEMBL613720	Organism	Mammalian orthoreovirus 3	
CHEMBL613721	Organism	Reovirus sp.	
CHEMBL613722	Organism	Rotavirus	
CHEMBL613723	Organism	Simian rotavirus	
CHEMBL613724	Organism	Semliki forest virus	
CHEMBL613725	Organism	Sindbis virus	
CHEMBL613726	Organism	Venezuelan equine encephalitis virus	
CHEMBL613727	Organism	Flavivirus	
CHEMBL613728	Organism	Dengue virus type 4	
CHEMBL613729	Organism	Japanese encephalitis virus	
CHEMBL613730	Organism	West Nile virus	
CHEMBL613731	Organism	Yellow fever virus	
CHEMBL613732	Organism	Coronavirus	
CHEMBL613733	Organism	Murine hepatitis virus	
CHEMBL613734	Organism	Murine hepatitis virus (strain A59)	
CHEMBL613735	Organism	Mumps virus	
CHEMBL613736	Organism	Newcastle disease virus	
CHEMBL613737	Organism	Human parainfluenza virus 2	
CHEMBL613738	Organism	Measles virus	
CHEMBL613739	Organism	Vesicular stomatitis virus	
CHEMBL613740	Organism	Influenza A virus	
CHEMBL613741	Organism	Punta Toro virus	
CHEMBL613742	Organism	Pichinde virus	
CHEMBL613743	Organism	Retroviridae	
CHEMBL613744	Organism	Feline immunodeficiency virus	
CHEMBL613745	Organism	Visna virus	
CHEMBL613746	Organism	Murine leukemia virus	
CHEMBL613748	Organism	Rauscher murine leukemia virus	
CHEMBL613749	Organism	Enterovirus	
CHEMBL613750	Organism	Coxsackievirus	
CHEMBL613751	Organism	Human echovirus 11	
CHEMBL613752	Organism	Human poliovirus 2	
CHEMBL613753	Organism	Hepatitis A virus	
CHEMBL613754	Organism	Mengo virus	
CHEMBL613756	Organism	Human rhinovirus 89	
CHEMBL613757	Organism	Dengue virus	
CHEMBL613758	Organism	Human immunodeficiency virus	
CHEMBL613759	Organism	Human rhinovirus 14	
CHEMBL613760	Organism	Human rhinovirus 1A	
CHEMBL613761	Organism	Duck hepatitis B virus	
CHEMBL613762	Organism	Salmonella enterica	
CHEMBL613763	Organism	Actinomyces sp.	
CHEMBL613764	Organism	Staphylococcus saprophyticus	
CHEMBL613765	Organism	Salmonella enterica subsp. enterica serovar Abony	
CHEMBL613766	Organism	Tolypocladium	
CHEMBL613767	Organism	Mucor mucedo	
CHEMBL613768	Organism	Trypanosoma brucei gambiense	
CHEMBL613769	Organism	Human rhinovirus 16	
CHEMBL613770	Organism	Enterococcus sp.	
CHEMBL613772	Organism	Phaeosphaeria nodorum	
CHEMBL613773	Organism	Rubus	
CHEMBL613774	Organism	Saccharomyces pastorianus	
CHEMBL613775	Organism	Galactomyces geotrichum	
CHEMBL613776	Organism	Puccinia recondita	
CHEMBL613777	Organism	Cooperia oncophora	
CHEMBL613778	Organism	Acinetobacter lwoffii	
CHEMBL613779	Organism	Absidia	
CHEMBL613780	Organism	Abutilon theophrasti	
CHEMBL613781	Organism	Acalymma vittatum	
CHEMBL613782	Organism	Acinetobacter haemolyticus	
CHEMBL613783	Organism	Acodontaster conspicuus	
CHEMBL613784	Organism	Adoxophyes	
CHEMBL613785	Organism	Aedes albopictus	
CHEMBL613786	Organism	Aeromonas punctata	
CHEMBL613787	Organism	Aeromonas salmonicida	
CHEMBL613788	Organism	Agrobacterium rhizogenes	
CHEMBL613789	Organism	Agrostis alba	
CHEMBL613790	Organism	Allium cepa	
CHEMBL613791	Organism	Alopecurus myosuroides	
CHEMBL613792	Organism	Alphaproteobacteria	
CHEMBL613793	Organism	Alternaria	
CHEMBL613794	Organism	Alternaria alternata	
CHEMBL613795	Organism	Alternaria citri	
CHEMBL613796	Organism	Alternaria mali	
CHEMBL613797	Organism	Alternaria tenuis	
CHEMBL613798	Organism	Alteromonas	
CHEMBL613799	Organism	Amaranthus hypochondriacus	
CHEMBL613800	Organism	Amaranthus retroflexus	
CHEMBL613801	Organism	Ambrosia artemisiifolia	
CHEMBL613802	Organism	Amylomyces rouxii	
CHEMBL613803	Organism	Anopheles minimus	
CHEMBL613804	Organism	Anopheles stephensi	
CHEMBL613805	Organism	Antarctic bacterium	
CHEMBL613806	Organism	Aphis craccivora	
CHEMBL613807	Organism	Aphis gossypii	
CHEMBL613808	Organism	Apophysomyces elegans	
CHEMBL613809	Organism	Arabidopsis	
CHEMBL613810	Organism	Artemia franciscana	
CHEMBL613811	Organism	Arthrobacter citreus	
CHEMBL613812	Organism	Ascobolus	
CHEMBL613813	Organism	Ascobolus stercorarius	
CHEMBL613814	Organism	Aspergillus parasiticus	
CHEMBL613816	Organism	Bacillus coagulans	
CHEMBL613817	Organism	Enterococcus gallinarum	
CHEMBL613818	Organism	Tobacco mosaic virus	
CHEMBL613819	Organism	Cotton rat	
CHEMBL613821	Organism	Squirrel monkey	
CHEMBL613822	Organism	Nippostrongylus brasiliensis	
CHEMBL613823	Organism	Fusarium moniliforme	
CHEMBL613837	Organism	Human coronavirus 229E	
CHEMBL613844	Organism	Rat cytomegalovirus	
CHEMBL613845	Organism	Influenza A virus (H5N1)	
CHEMBL613846	Organism	Riparian frogs	
CHEMBL613847	Organism	Cynomolgus monkey	
CHEMBL613848	Organism	Gerbil, jird	
CHEMBL613849	Organism	Clavibacter michiganensis	
CHEMBL613856	Organism	Plectosphaerella cucumerina	
CHEMBL613861	Organism	Xanthomonas oryzae	
CHEMBL613862	Organism	Chromobacterium violaceum	
CHEMBL613863	Organism	Bacillus sphaericus	
CHEMBL613864	Organism	Gibberella zeae	
CHEMBL613865	Organism	Cebus apella	
CHEMBL613874	Organism	Lactuca sativa	
CHEMBL613875	Organism	Hamster	
CHEMBL613877	Organism	Rotifers	
CHEMBL613882	Organism	Bipolaris maydis	
CHEMBL613883	Organism	Plasmodium cynomolgi	
CHEMBL613884	Organism	Baboon	
CHEMBL613885	Organism	Trichophyton violaceum	
CHEMBL613886	Organism	Simian-human immunodeficiency virus	
CHEMBL613887	Organism	Physalospora piricola	
CHEMBL613899	Organism	Asterotremella humicola	
CHEMBL613900	Organism	Athelia rolfsii	
CHEMBL613901	Organism	Avena sativa	
CHEMBL613902	Organism	Babesia divergens	
CHEMBL613903	Organism	Babesia gibsoni	
CHEMBL613904	Organism	Bacillus anthracis	
CHEMBL613905	Organism	Bacillus circulans	
CHEMBL613906	Organism	Bacillus clausii	
CHEMBL613907	Organism	Bacillus subtilis subsp. spizizenii	
CHEMBL613908	Organism	Bacteroides sp.	
CHEMBL613909	Organism	Balanus improvisus	
CHEMBL613910	Organism	Bemisia tabaci	
CHEMBL613911	Organism	Bifidobacterium longum	
CHEMBL613912	Organism	Biomphalaria alexandrina	
CHEMBL613913	Organism	Biomphalaria pfeifferi	
CHEMBL613915	Organism	BK polyomavirus	
CHEMBL613916	Organism	Blattella germanica	
CHEMBL613917	Organism	Brachiomonas submarina	
CHEMBL613918	Organism	Brassica juncea	
CHEMBL613919	Organism	Brassica napus	
CHEMBL613920	Organism	Brevundimonas diminuta	
CHEMBL613921	Organism	Brucella suis 1330	
CHEMBL613922	Organism	Bulinus africanus	
CHEMBL613923	Organism	Calliphora vicina	
CHEMBL613924	Organism	Callithrix jacchus	
CHEMBL613925	Organism	Campylobacter fetus	
CHEMBL613926	Organism	Candida deformans	
CHEMBL613927	Organism	Candida famata	
CHEMBL613928	Organism	Candida haemulonii	
CHEMBL613929	Organism	Candida magnoliae	
CHEMBL613930	Organism	Candida maltosa	
CHEMBL613931	Organism	Candida orthopsilosis	
CHEMBL613932	Organism	Candida sake	
CHEMBL613933	Organism	Candida shehatae	
CHEMBL613934	Organism	Canine distemper virus	
CHEMBL613935	Organism	Carassius carassius	
CHEMBL613936	Organism	Carpophilus	
CHEMBL613937	Organism	Chaetomium	
CHEMBL613938	Organism	Chenopodium album	
CHEMBL613939	Organism	Chlorella sorokiniana	
CHEMBL613940	Organism	Chlorophyta	
CHEMBL613941	Organism	Cicer arietinum	
CHEMBL613942	Organism	Ciona savignyi	
CHEMBL613943	Organism	Cladosporium	
CHEMBL613944	Organism	Cladosporium cucumerinum	
CHEMBL613945	Organism	Clavibacter michiganensis subsp. insidiosus	
CHEMBL613946	Organism	Claviceps	
CHEMBL613947	Organism	Cobetia marina	
CHEMBL613948	Organism	Cochliobolus lunatus	
CHEMBL613949	Organism	Colletotrichum fragariae	
CHEMBL613950	Organism	Colletotrichum lagenarium	
CHEMBL613951	Organism	Convolvulaceae	
CHEMBL613952	Organism	Coptotermes formosanus	
CHEMBL613953	Organism	Corynebacterium bovis	
CHEMBL613954	Organism	Corynebacterium minutissimum	
CHEMBL613955	Organism	Corynebacterium urealyticum	
CHEMBL613956	Organism	Cucumis sativus	
CHEMBL613957	Organism	Culex pipiens	
CHEMBL613958	Organism	Culex quinquefasciatus	
CHEMBL613959	Organism	Cunninghamella	
CHEMBL613960	Organism	Cupressus macrocarpa	
CHEMBL613961	Organism	Curtobacterium flaccumfaciens	
CHEMBL613962	Organism	Cylas formicarius	
CHEMBL613963	Organism	Danio rerio	
CHEMBL613964	Organism	Datura stramonium	
CHEMBL613965	Organism	Debaryomyces hansenii	
CHEMBL613966	Organism	Dengue virus 2	
CHEMBL614394	Organism	Serratia liquefaciens	
CHEMBL614395	Organism	Shigella boydii	
CHEMBL614396	Organism	Shigella flexneri	
CHEMBL614397	Organism	Shigella sp.	
CHEMBL614398	Organism	Yersinia enterocolitica	
CHEMBL614399	Organism	Aeromonas	
CHEMBL614400	Organism	Aeromonas sobria	
CHEMBL614402	Organism	Vibrio cholerae	
CHEMBL614403	Organism	Vibrio parahaemolyticus	
CHEMBL614404	Organism	Vibrio vulnificus	
CHEMBL614405	Organism	Plesiomonas shigelloides	
CHEMBL614406	Organism	Actinobacillus actinomycetemcomitans	
CHEMBL614407	Organism	Haemophilus	
CHEMBL614408	Organism	Haemophilus parainfluenzae	
CHEMBL614409	Organism	Pasteurella multocida	
CHEMBL614410	Organism	Chlamydia	
CHEMBL614411	Organism	Bacteroides fragilis	
CHEMBL614412	Organism	Bacteroides thetaiotaomicron	
CHEMBL614413	Organism	Bacteroides distasonis	
CHEMBL614414	Organism	Porphyromonas gingivalis	
CHEMBL614415	Organism	Fusobacterium mortiferum	
CHEMBL614416	Organism	Fusobacterium varium	
CHEMBL614417	Organism	Fusobacterium necrophorum	
CHEMBL614418	Organism	Peptostreptococcus	
CHEMBL614419	Organism	Peptoniphilus asaccharolyticus	
CHEMBL614420	Organism	Peptostreptococcus anaerobius	
CHEMBL614421	Organism	Micrococcus luteus	
CHEMBL614422	Organism	Staphylococcus intermedius	
CHEMBL614423	Organism	Staphylococcus hominis	
CHEMBL614424	Organism	Acinetobacter	
CHEMBL614425	Organism	Acinetobacter baumannii	
CHEMBL614426	Organism	Acinetobacter calcoaceticus	
CHEMBL614427	Organism	Acinetobacter sp.	
CHEMBL614428	Organism	Moraxella bovis	
CHEMBL614429	Organism	Moraxella catarrhalis	
CHEMBL614430	Organism	Neisseria gonorrhoeae	
CHEMBL614431	Organism	Neisseria meningitidis	
CHEMBL614432	Organism	Alcaligenes	
CHEMBL614433	Organism	Alcaligenes faecalis	
CHEMBL614434	Organism	Bordetella pertussis	
CHEMBL614436	Organism	Enterobacteriaceae	
CHEMBL614437	Organism	Citrobacter	
CHEMBL614438	Organism	Citrobacter koseri	
CHEMBL614439	Organism	Enterobacter	
CHEMBL614440	Organism	Erwinia chrysanthemi	
CHEMBL614441	Organism	Klebsiella oxytoca	
CHEMBL614442	Organism	Morganella	
CHEMBL614443	Organism	Morganella morganii	
CHEMBL614444	Organism	Proteus mirabilis	
CHEMBL614445	Organism	Providencia stuartii	
CHEMBL614446	Organism	Salmonella	
CHEMBL614447	Organism	Salmonella enteritidis	
CHEMBL614448	Organism	Salmonella typhi	
CHEMBL614450	Organism	Proteus vulgaris	
CHEMBL614592	Organism	Serratia	
CHEMBL614593	Organism	Serratia marcescens	
CHEMBL614594	Organism	Shigella	
CHEMBL614595	Organism	Shigella sonnei	
CHEMBL614597	Organism	Yersinia pestis	
CHEMBL614598	Organism	Edwardsiella tarda	
CHEMBL614599	Organism	Vibrio alginolyticus	
CHEMBL614600	Organism	Vibrio fischeri	
CHEMBL614602	Organism	Vibrio fluvialis	
CHEMBL614603	Organism	Actinobacillus pleuropneumoniae	
CHEMBL614604	Organism	Haemophilus ducreyi	
CHEMBL614605	Organism	Pasteurella sp.	
CHEMBL614606	Organism	Chlamydia trachomatis	
CHEMBL614607	Organism	Prevotella loescheii	
CHEMBL614608	Organism	Fusobacterium	
CHEMBL614609	Organism	Fusobacterium nucleatum	
CHEMBL614614	Organism	Anabaena flos-aquae	
CHEMBL614615	Organism	Finegoldia magna	
CHEMBL614616	Organism	Peptostreptococcus sp.	
CHEMBL614617	Organism	Sarcina	
CHEMBL614618	Organism	Staphylococcus carnosus	
CHEMBL614619	Organism	Staphylococcus hyicus	
CHEMBL614620	Organism	Streptococcus salivarius	
CHEMBL614621	Organism	Streptococcus sp.	
CHEMBL614622	Organism	Streptococcus agalactiae	
CHEMBL614623	Organism	Enterococcus hirae	
CHEMBL614624	Organism	Brevibacillus brevis	
CHEMBL614625	Organism	Ajellomyces capsulatus	
CHEMBL614626	Organism	Aspergillus	
CHEMBL614677	Organism	Plutella xylostella	
CHEMBL614679	Organism	Streptomyces thermonitrificans	
CHEMBL614682	Organism	Guinea pig cytomegalovirus	
CHEMBL614744	Organism	Acanthamoeba castellanii	
CHEMBL614745	Organism	Acanthamoeba hatchetti	
CHEMBL614746	Organism	Acanthamoeba polyphaga	
CHEMBL614747	Organism	Anaerococcus tetradius	
CHEMBL614748	Organism	Anaerococcus vaginalis	
CHEMBL614749	Organism	Bacteroides caccae	
CHEMBL614750	Organism	Bacteroides stercoris	
CHEMBL614751	Organism	Balamuthia mandrillaris	
CHEMBL614752	Organism	Bifidobacterium thermophilum	
CHEMBL614753	Organism	Biomphalaria peregrina	
CHEMBL614754	Organism	Candida intermedia	
CHEMBL614755	Organism	Candida nivariensis	
CHEMBL614756	Organism	Cantagalo virus	
CHEMBL614757	Organism	Carnobacterium divergens	
CHEMBL614758	Organism	Chlamydophila psittaci 6BC	
CHEMBL614759	Organism	Clostridium aminovalericum	
CHEMBL614760	Organism	Clostridium clostridioforme	
CHEMBL614761	Organism	Clostridium innocuum	
CHEMBL614874	Organism	Monkey	
CHEMBL614875	Organism	Rhesus monkey	
CHEMBL614951	Organism	Rous sarcoma virus	
CHEMBL614952	Organism	Streptococcus mitis	
CHEMBL614954	Organism	Aspergillus ochraceus	
CHEMBL614955	Organism	Aspergillus flavus	
CHEMBL614956	Organism	Bacillus sp.	
CHEMBL614957	Organism	Geobacillus stearothermophilus	
CHEMBL614959	Organism	Bacillus thuringiensis	
CHEMBL614960	Organism	Bacillus lentus	
CHEMBL614961	Organism	Clostridium acetobutylicum	
CHEMBL614962	Organism	Clostridium bifermentans	
CHEMBL614963	Organism	Clostridium botulinum	
CHEMBL614964	Organism	Clostridium butyricum	
CHEMBL614965	Organism	Clostridium difficile	
CHEMBL614966	Organism	Clostridium histolyticum	
CHEMBL614967	Organism	Clostridium perfringens	
CHEMBL614968	Organism	Clostridium septicum	
CHEMBL614969	Organism	Clostridium sporogenes	
CHEMBL614970	Organism	Clostridium cadaveris	
CHEMBL614971	Organism	Clostridium ramosum	
CHEMBL614973	Organism	Lactobacillus plantarum	
CHEMBL614974	Organism	Listeria monocytogenes	
CHEMBL614975	Organism	Actinomyces naeslundii	
CHEMBL614976	Organism	Actinomyces israelii	
CHEMBL614979	Organism	Corynebacterium glutamicum	
CHEMBL614980	Organism	Propionibacterium	
